mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
9,Mr,Herbert W.,Köhler,,,male,Germany,Peiskretscham Kreis Gleiwitz,17/12/1919 02:00,,https://www.europarl.europa.eu/mepphoto/9.jpg,,,,,,,https://data.europarl.europa.eu/person/9
220,Mr,Richie,Ryan,,,male,Ireland,Dublin,27/02/1929 02:00,17/03/2019 01:00,https://www.europarl.europa.eu/mepphoto/220.jpg,,,,,,,https://data.europarl.europa.eu/person/220
270,Mr,Silvio,Leonardi,,,male,Italy,Torino,16/07/1914 01:00,21/04/1990 12:00,https://www.europarl.europa.eu/mepphoto/270.jpg,,,,,,,https://data.europarl.europa.eu/person/270
281,Mr,Gabriel,Kaspereit,,,male,France,Paris,21/06/1919 01:00,,https://www.europarl.europa.eu/mepphoto/281.jpg,,,,,,,https://data.europarl.europa.eu/person/281
312,Mr,Pietro,LEZZI,,,male,Italy,Napoli,15/12/1922 02:00,05/10/2013 12:00,https://www.europarl.europa.eu/mepphoto/312.jpg,,,,,,,https://data.europarl.europa.eu/person/312
433,Mr,André,Fanton,,,male,France,,31/03/1928 02:00,,https://www.europarl.europa.eu/mepphoto/433.jpg,,,,,,,https://data.europarl.europa.eu/person/433
646,Mr,André R.J.-M.H.-A,Damseaux,,,male,Belgium,,05/03/1937 02:00,,https://www.europarl.europa.eu/mepphoto/646.jpg,,,,,,,https://data.europarl.europa.eu/person/646
647,Ms,Louise,Weiss,,,female,France,Arras,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/647.jpg,,,,,,,https://data.europarl.europa.eu/person/647
648,Ms,Hanna,Walz,,,female,Germany,Templin (Uckermark),28/11/1918 02:00,,https://www.europarl.europa.eu/mepphoto/648.jpg,,,,,,,https://data.europarl.europa.eu/person/648
653,Mr,Joris B.,Verhaegen,,,male,Belgium,Hulshout,03/05/1921 01:00,25/08/1981 12:00,https://www.europarl.europa.eu/mepphoto/653.jpg,,,,,,,https://data.europarl.europa.eu/person/653
654,Mr,Protogene,Veronesi,,,male,Italy,Bologna,19/02/1920 01:00,23/08/1990 12:00,https://www.europarl.europa.eu/mepphoto/654.jpg,,,,,,,https://data.europarl.europa.eu/person/654
655,Mr,Themistokles,Visas,???????????,?????,male,Greece,Plolemaida,13/11/1930 02:00,,https://www.europarl.europa.eu/mepphoto/655.jpg,,,,,,,https://data.europarl.europa.eu/person/655
656,Mr,Giuseppe,VITALE,,,male,Italy,Locri (Reggio Calabria),26/08/1923 01:00,29/01/2013 01:00,https://www.europarl.europa.eu/mepphoto/656.jpg,,,,,,,https://data.europarl.europa.eu/person/656
657,Mr,Ioannis,Ziagas,???????,???????,male,Greece,Trikala,12/12/1940 12:00,,https://www.europarl.europa.eu/mepphoto/657.jpg,,,,,,,https://data.europarl.europa.eu/person/657
658,Mr,Ioannis,Zighdis,????????,??????,male,Greece,Lindos (Rodos),21/07/1913 01:00,,https://www.europarl.europa.eu/mepphoto/658.jpg,,,,,,,https://data.europarl.europa.eu/person/658
659,Mr,Marcel Albert,Vandewiele,,,male,Belgium,Saint-Joris-Ten Distel,10/07/1920 01:00,,https://www.europarl.europa.eu/mepphoto/659.jpg,,,,,,,https://data.europarl.europa.eu/person/659
660,Mr,Fred A.,Warner,,,male,United Kingdom,Bournemouth,02/05/1918 12:00,,https://www.europarl.europa.eu/mepphoto/660.jpg,,,,,,,https://data.europarl.europa.eu/person/660
662,Mr,Jean,Wolter,,,male,Luxembourg,,,,https://www.europarl.europa.eu/mepphoto/662.jpg,,,,,,,https://data.europarl.europa.eu/person/662
663,Mr,Benigno,Zaccagnini,,,male,Italy,Faenza (Ravenna),17/04/1912 01:00,,https://www.europarl.europa.eu/mepphoto/663.jpg,,,,,,,https://data.europarl.europa.eu/person/663
664,Mr,Nikos,Zardinidis,?????,???????????,male,Greece,Thessaloniki,17/01/1917 01:00,,https://www.europarl.europa.eu/mepphoto/664.jpg,,,,,,,https://data.europarl.europa.eu/person/664
665,Mr,Ortensio,Zecchino,,,male,Italy,Asmara (Etiopia),20/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/665.jpg,,,,,,,https://data.europarl.europa.eu/person/665
666,Mr,Joannes J.,Verroken,,,male,Belgium,Melden,30/01/1917 01:00,,https://www.europarl.europa.eu/mepphoto/666.jpg,,,,,,,https://data.europarl.europa.eu/person/666
667,Mr,Daniel J.E.,Vié,,,male,France,Nantes,25/04/1925 01:00,18/06/1998 12:00,https://www.europarl.europa.eu/mepphoto/667.jpg,,,,,,,https://data.europarl.europa.eu/person/667
668,Mr,Dimitrios,Vlahopoulos,?????????,???????????,male,Greece,Veria,13/08/1931 01:00,,https://www.europarl.europa.eu/mepphoto/668.jpg,,,,,,,https://data.europarl.europa.eu/person/668
669,Mr,Georgios,Voyadzis,????????,?????????,male,Greece,Konistra (Evia),23/12/1913 01:00,,https://www.europarl.europa.eu/mepphoto/669.jpg,,,,,,,https://data.europarl.europa.eu/person/669
670,Mr,Herman F.G.,Vanderpoorten,,,male,Belgium,Lier,25/08/1922 01:00,,https://www.europarl.europa.eu/mepphoto/670.jpg,,,,,,,https://data.europarl.europa.eu/person/670
671,Mr,Paul,Vankerkhoven,,,male,Belgium,Bruxelles,03/11/1941 12:00,,https://www.europarl.europa.eu/mepphoto/671.jpg,,,,,,,https://data.europarl.europa.eu/person/671
672,Mr,Eric K.P.,Van Rompuy,,,male,Belgium,Ukkel,23/11/1949 01:00,,https://www.europarl.europa.eu/mepphoto/672.jpg,,,,,,,https://data.europarl.europa.eu/person/672
673,Mr,Mihail,Vardakas,??????,????????,male,Greece,Thessaloniki,14/09/1921 01:00,,https://www.europarl.europa.eu/mepphoto/673.jpg,,,,,,,https://data.europarl.europa.eu/person/673
674,Mr,Seán,Treacy,,,male,Ireland,Clonmel (Co. Tipperary),22/09/1923 01:00,23/04/2018 12:00,https://www.europarl.europa.eu/mepphoto/674.jpg,,,,,,,https://data.europarl.europa.eu/person/674
675,Mr,André,Turcat,,,male,France,Marseille,23/10/1921 01:00,,https://www.europarl.europa.eu/mepphoto/675.jpg,,,,,,,https://data.europarl.europa.eu/person/675
676,Mr,Alan R.,Tyrrell,,,male,United Kingdom,Bolobo (Zaïre),27/06/1933 01:00,,https://www.europarl.europa.eu/mepphoto/676.jpg,,,,,,,https://data.europarl.europa.eu/person/676
677,Mr,Gaston,Thorn,,,male,Luxembourg,Luxembourg,03/09/1928 01:00,,https://www.europarl.europa.eu/mepphoto/677.jpg,,,,,,,https://data.europarl.europa.eu/person/677
678,Mr,James W.,SPICER,,,male,United Kingdom,London,04/10/1925 02:00,21/03/2015 01:00,https://www.europarl.europa.eu/mepphoto/678.jpg,,,,,,,https://data.europarl.europa.eu/person/678
679,Mr,Hughes,Tatilon,,,male,France,Marseille,16/11/1909 01:00,23/07/1983 12:00,https://www.europarl.europa.eu/mepphoto/679.jpg,,,,,,,https://data.europarl.europa.eu/person/679
680,Mr,John Mark,Taylor,,,male,United Kingdom,Hampton-in-Arden,19/08/1941 12:00,,https://www.europarl.europa.eu/mepphoto/680.jpg,,,,,,,https://data.europarl.europa.eu/person/680
681,Ms,Yvonne,Théobald-Paoli,,,female,France,Solaro (Corse),10/08/1921 01:00,02/10/1993 01:00,https://www.europarl.europa.eu/mepphoto/681.jpg,,,,,,,https://data.europarl.europa.eu/person/681
682,Mr,Giovanni,Travaglini,,,male,Italy,Napoli,30/10/1924 02:00,15/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/682.jpg,,,,,,,https://data.europarl.europa.eu/person/682
683,Ms,Antoinette,Spaak,,,female,Belgium,Bruxelles,27/06/1928 01:00,,https://www.europarl.europa.eu/mepphoto/683.jpg,,,,,,,https://data.europarl.europa.eu/person/683
684,Mr,Jean,Spautz,,,male,Luxembourg,Schifflange,09/09/1930 01:00,,https://www.europarl.europa.eu/mepphoto/684.jpg,,,,,,,https://data.europarl.europa.eu/person/684
685,Mr,Carlo,Stella,,,male,Italy,Torino,04/11/1910 01:00,23/12/2000 01:00,https://www.europarl.europa.eu/mepphoto/685.jpg,,,,,,,https://data.europarl.europa.eu/person/685
686,Mr,Giorgio,Strehler,,,male,Italy,Trieste,14/08/1921 01:00,,https://www.europarl.europa.eu/mepphoto/686.jpg,,,,,,,https://data.europarl.europa.eu/person/686
687,Mr,Hellmut,Sieglerschmidt,,,male,Germany,Berlin,17/10/1917 01:00,,https://www.europarl.europa.eu/mepphoto/687.jpg,,,,,,,https://data.europarl.europa.eu/person/687
688,Mr,Heinz,Schmitt,,,male,Germany,Brackwede (Kr. Bielefeld),30/08/1920 01:00,30/10/1980 01:00,https://www.europarl.europa.eu/mepphoto/688.jpg,,,,,,,https://data.europarl.europa.eu/person/688
689,Mr,Jean,Seitlinger,,,male,France,St. Louis-les Bitche,16/11/1924 02:00,02/09/2018 12:00,https://www.europarl.europa.eu/mepphoto/689.jpg,,,,,,,https://data.europarl.europa.eu/person/689
690,Mr,Maurice-René,Simonnet,,,male,France,Lyon,04/10/1919 01:00,01/08/1988 12:00,https://www.europarl.europa.eu/mepphoto/690.jpg,,,,,,,https://data.europarl.europa.eu/person/690
691,Mr,Sven,Skovmand,,,male,Denmark,Frederiksberg,29/09/1936 01:00,,https://www.europarl.europa.eu/mepphoto/691.jpg,,,,,,,https://data.europarl.europa.eu/person/691
692,Mr,Evanghelos,Soussouroyannis,?????????,???????????????,male,Greece,Kavala,01/01/1930 02:00,,https://www.europarl.europa.eu/mepphoto/692.jpg,,,,,,,https://data.europarl.europa.eu/person/692
693,Ms,Alphonsine M.J.,PHLIX,,,female,Belgium,Hasselt,19/09/1928 01:00,21/12/2011 01:00,https://www.europarl.europa.eu/mepphoto/693.jpg,,,,,,,https://data.europarl.europa.eu/person/693
694,Ms,Marie-Jane,Pruvot,,,female,France,Pont l'Evêque (Calvados),13/12/1922 02:00,,https://www.europarl.europa.eu/mepphoto/694.jpg,,,,,,,https://data.europarl.europa.eu/person/694
695,Ms,Yvette,Roudy,,,female,France,Pessac (Gironde),10/04/1929 02:00,,https://www.europarl.europa.eu/mepphoto/695.jpg,,,,,,,https://data.europarl.europa.eu/person/695
696,Ms,Marie-Claire,SCAMARONI,,,female,France,Paris,22/09/1913 01:00,18/07/2006 12:00,https://www.europarl.europa.eu/mepphoto/696.jpg,,,,,,,https://data.europarl.europa.eu/person/696
697,Mr,Leonardo,Sciascia,,,male,Italy,Racalmuto,08/01/1921 02:00,,https://www.europarl.europa.eu/mepphoto/697.jpg,,,,,,,https://data.europarl.europa.eu/person/697
698,Mr,Jacques,Santer,,,male,Luxembourg,Wasserbillig,18/05/1937 01:00,,https://www.europarl.europa.eu/mepphoto/698.jpg,,,,,,,https://data.europarl.europa.eu/person/698
699,Mr,Rudolf F.,Schieler,,,male,Germany,Teningen (Baden),22/05/1928 01:00,,https://www.europarl.europa.eu/mepphoto/699.jpg,,,,,,,https://data.europarl.europa.eu/person/699
700,Mr,Paul,Schnitker,,,male,Germany,Münster,12/01/1927 02:00,,https://www.europarl.europa.eu/mepphoto/700.jpg,,,,,,,https://data.europarl.europa.eu/person/700
701,Mr,Karl,Schön,,,male,Germany,Elstra (Sachsen),26/07/1923 01:00,,https://www.europarl.europa.eu/mepphoto/701.jpg,,,,,,,https://data.europarl.europa.eu/person/701
702,Mr,Roger-Gérard,Schwartzenberg,,,male,France,Pau,17/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/702.jpg,,,,,,,https://data.europarl.europa.eu/person/702
703,Mr,Olaf,Schwencke,,,male,Germany,Pinneberg (Holstein),27/01/1936 02:00,,https://www.europarl.europa.eu/mepphoto/703.jpg,,,,,,,https://data.europarl.europa.eu/person/703
704,Ms,Jeanne M.,Pauwelyn,,,female,Belgium,Stade,14/09/1914 01:00,,https://www.europarl.europa.eu/mepphoto/704.jpg,,,,,,,https://data.europarl.europa.eu/person/704
705,Mr,Georges,Sarre,,,male,France,Chenerailles (Creuse),26/11/1935 02:00,,https://www.europarl.europa.eu/mepphoto/705.jpg,,,,,,,https://data.europarl.europa.eu/person/705
706,Mr,Mario,Sassano,,,male,Italy,San Martino,01/10/1923 01:00,01/01/1984 01:00,https://www.europarl.europa.eu/mepphoto/706.jpg,,,,,,,https://data.europarl.europa.eu/person/706
707,Mr,Casimir J. Prinz zu,Sayn-Wittgenstein-Berleburg,,,male,Germany,Frankfurt/Main,22/01/1917 01:00,,https://www.europarl.europa.eu/mepphoto/707.jpg,,,,,,,https://data.europarl.europa.eu/person/707
708,Mr,Wolfgang,Schall,,,male,Germany,Konstanz,31/03/1916 01:00,,https://www.europarl.europa.eu/mepphoto/708.jpg,,,,,,,https://data.europarl.europa.eu/person/708
709,Mr,Hector,Rivierez,,,male,France,Cayenne (Guyane Française),19/03/1913 01:00,,https://www.europarl.europa.eu/mepphoto/709.jpg,,,,,,,https://data.europarl.europa.eu/person/709
710,Mr,Victor,Sablé,,,male,France,Fort de France (Martinique),30/11/1911 01:00,,https://www.europarl.europa.eu/mepphoto/710.jpg,,,,,,,https://data.europarl.europa.eu/person/710
711,Mr,Lucien,Radoux,,,male,Belgium,Bruxelles,18/07/1921 01:00,,https://www.europarl.europa.eu/mepphoto/711.jpg,,,,,,,https://data.europarl.europa.eu/person/711
712,Mr,Jean,Rey,,,male,Belgium,Liège,15/07/1902 01:36,,https://www.europarl.europa.eu/mepphoto/712.jpg,,,,,,,https://data.europarl.europa.eu/person/712
713,Mr,Brandon,Rhys Williams,,,male,United Kingdom,London,14/11/1927 02:00,,https://www.europarl.europa.eu/mepphoto/713.jpg,,,,,,,https://data.europarl.europa.eu/person/713
714,Mr,Giorgio,Ruffolo,,,male,Italy,Roma,14/08/1926 01:00,,https://www.europarl.europa.eu/mepphoto/714.jpg,,,,,,,https://data.europarl.europa.eu/person/714
715,Mr,Mariano,Rumor,,,male,Italy,Vicenza,16/06/1915 01:00,,https://www.europarl.europa.eu/mepphoto/715.jpg,,,,,,,https://data.europarl.europa.eu/person/715
716,Mr,Helmut Martin,Rieger,,,male,Germany,Graz (Oesterreich),16/10/1943 01:00,,https://www.europarl.europa.eu/mepphoto/716.jpg,,,,,,,https://data.europarl.europa.eu/person/716
717,Mr,Carlo,Ripa Di Meana,,,male,Italy,Pietrasanta (Lucca),15/08/1929 01:00,02/03/2018 01:00,https://www.europarl.europa.eu/mepphoto/717.jpg,,,,,,,https://data.europarl.europa.eu/person/717
718,Mr,Allan R.,Rogers,,,male,United Kingdom,Gelligaer (Glamorgan),24/10/1932 02:00,,https://www.europarl.europa.eu/mepphoto/718.jpg,,,,,,,https://data.europarl.europa.eu/person/718
719,Mr,Hector,Rolland,,,male,France,Neully-sur-Seine,25/12/1911 01:00,,https://www.europarl.europa.eu/mepphoto/719.jpg,,,,,,,https://data.europarl.europa.eu/person/719
720,Mr,Jean-François A.,Pintat,,,male,France,Bordeaux,29/07/1923 01:00,,https://www.europarl.europa.eu/mepphoto/720.jpg,,,,,,,https://data.europarl.europa.eu/person/720
721,Mr,Edgard Edouard,Pisani,,,male,France,Tunis (Tunisie),09/10/1918 01:00,,https://www.europarl.europa.eu/mepphoto/721.jpg,,,,,,,https://data.europarl.europa.eu/person/721
722,Mr,Eugène L.,Remilly,,,male,France,Ploemeur (Morbihan),11/02/1925 02:00,26/06/2017 12:00,https://www.europarl.europa.eu/mepphoto/722.jpg,,,,,,,https://data.europarl.europa.eu/person/722
723,Mr,Antonios,Georgiadis,????????,??????????,male,Greece,Agios Isidoros (Rhodes),11/05/1944 12:00,,https://www.europarl.europa.eu/mepphoto/723.jpg,,,,,,,https://data.europarl.europa.eu/person/723
724,Mr,Konstantinos,Gontikas,????????????,????????,male,Greece,Athina,27/04/1934 01:00,,https://www.europarl.europa.eu/mepphoto/724.jpg,,,,,,,https://data.europarl.europa.eu/person/724
725,Mr,Konstantinos,Nikolaou,????????????,????????,male,Greece,Athina,25/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/725.jpg,,,,,,,https://data.europarl.europa.eu/person/725
726,Mr,Mario,Pedini,,,male,Italy,Montichiari (Brescia),27/12/1918 02:00,,https://www.europarl.europa.eu/mepphoto/726.jpg,,,,,,,https://data.europarl.europa.eu/person/726
727,Mr,Albert,PÜRSTEN,,,male,Germany,Meuselwitz-Thür.,20/02/1923 02:00,10/06/1980 12:00,https://www.europarl.europa.eu/mepphoto/727.jpg,,,,,,,https://data.europarl.europa.eu/person/727
728,Mr,Ruggero,Puletti,,,male,Italy,Umbertide (Perugia),10/03/1924 02:00,04/12/2003 01:00,https://www.europarl.europa.eu/mepphoto/728.jpg,,,,,,,https://data.europarl.europa.eu/person/728
729,Mr,John,Purvis,,,male,United Kingdom,St. Andrews (Fife),06/07/1938 01:00,20/03/2022 01:00,https://www.europarl.europa.eu/mepphoto/729.jpg,,,,,,,https://data.europarl.europa.eu/person/729
730,Mr,Efstratios,Papaefstratiou,??????????,??????????????,male,Greece,Athina,12/02/1935 02:00,,https://www.europarl.europa.eu/mepphoto/730.jpg,,,,,,,https://data.europarl.europa.eu/person/730
731,Mr,Leonidas,Bournias,????????,?????????,male,Greece,Hios,09/05/1908 01:00,,https://www.europarl.europa.eu/mepphoto/731.jpg,,,,,,,https://data.europarl.europa.eu/person/731
732,Ms,Henriette,POIRIER,,,female,France,Bordeaux,26/10/1936 02:00,24/02/2010 01:00,https://www.europarl.europa.eu/mepphoto/732.jpg,,,,,,,https://data.europarl.europa.eu/person/732
733,Mr,Christian,Poncelet,,,male,France,Blaise (Ardennes),24/03/1928 02:00,,https://www.europarl.europa.eu/mepphoto/733.jpg,,,,,,,https://data.europarl.europa.eu/person/733
734,Mr,Emmanouil,Poniridis,?????????,?????????,male,Greece,Kaïro (Egyptos),11/05/1914 01:00,,https://www.europarl.europa.eu/mepphoto/734.jpg,,,,,,,https://data.europarl.europa.eu/person/734
735,Mr,Mihaïl,Protopapadakis,??????,??????????????,male,Greece,Athina,21/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/735.jpg,,,,,,,https://data.europarl.europa.eu/person/735
736,Mr,René A.L.,Paulhan,,,male,France,Massiac (Cantal),10/05/1921 01:00,,https://www.europarl.europa.eu/mepphoto/736.jpg,,,,,,,https://data.europarl.europa.eu/person/736
737,Mr,Anastassios,Peponis,???????????,???????,male,Greece,Athina,01/01/1924 02:00,,https://www.europarl.europa.eu/mepphoto/737.jpg,,,,,,,https://data.europarl.europa.eu/person/737
738,Mr,Daniel,Percheron,,,male,France,Beauvais (Oise),31/08/1942 12:00,,https://www.europarl.europa.eu/mepphoto/738.jpg,,,,,,,https://data.europarl.europa.eu/person/738
739,Mr,Eggert,Petersen,,,male,Denmark,Bovrup,26/05/1927 01:00,,https://www.europarl.europa.eu/mepphoto/739.jpg,,,,,,,https://data.europarl.europa.eu/person/739
740,Mr,Flaminio,Piccoli,,,male,Italy,Kirchbichl (Austria),28/12/1915 01:00,,https://www.europarl.europa.eu/mepphoto/740.jpg,,,,,,,https://data.europarl.europa.eu/person/740
741,Ms,Maria Antonietta,Macciocchi,,,female,Italy,Isola Liri (Frosinone),23/07/1922 01:00,15/04/2007 12:00,https://www.europarl.europa.eu/mepphoto/741.jpg,,,,,,,https://data.europarl.europa.eu/person/741
742,Ms,Louise,Moreau,,,female,France,Grenoble (Isère),29/01/1921 02:00,,https://www.europarl.europa.eu/mepphoto/742.jpg,,,,,,,https://data.europarl.europa.eu/person/742
743,Ms,Jacqueline,Nebout,,,female,France,Nancy,12/10/1928 02:00,,https://www.europarl.europa.eu/mepphoto/743.jpg,,,,,,,https://data.europarl.europa.eu/person/743
744,Ms,Kalliopi,Nikolaou,????????,????????,female,Greece,Assos (Korinthias),26/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/744.jpg,,,,,,,https://data.europarl.europa.eu/person/744
745,Mr,Séamus,Pattison,,,male,Ireland,Kilkenny,01/04/1936 02:00,04/02/2018 01:00,https://www.europarl.europa.eu/mepphoto/745.jpg,,,,,,,https://data.europarl.europa.eu/person/745
746,Mr,Aristidis,Ouzounidis,??????????,??????????,male,Greece,Knidi Grevenon,21/10/1938 02:00,,https://www.europarl.europa.eu/mepphoto/746.jpg,,,,,,,https://data.europarl.europa.eu/person/746
747,Mr,Apostolos,Papageorgiou,?????????,????????????,male,Greece,Patra,17/12/1906 01:00,09/09/1982 12:00,https://www.europarl.europa.eu/mepphoto/747.jpg,,,,,,,https://data.europarl.europa.eu/person/747
748,Mr,Ioannis,Papantoniou,???????,???????????,male,Greece,Paris,27/07/1949 01:00,,https://www.europarl.europa.eu/mepphoto/748.jpg,,,,,,,https://data.europarl.europa.eu/person/748
750,Mr,John,O'CONNELL,,,male,Ireland,Dublin,20/01/1930 02:00,08/03/2013 01:00,https://www.europarl.europa.eu/mepphoto/750.jpg,,,,,,,https://data.europarl.europa.eu/person/750
